id,description
mGEkj8porRc,"Humberto De La Calle es abogado, político y escritor. Ha sido artífice de la Constitución del 91, jefe negociador del Acuerdo de Paz con las FARC, vicepresidente, magistrado de la Corte Suprema de Justicia, embajador. Hoy en día es senador. 

Episodios anteriores:
 https://www.youtube.com/watch?v=RaiWpMxcXv4&t=0s
https://www.youtube.com/watch?v=GTSjB4jxTaE&t=0s
https://www.youtube.com/watch?v=6Uf8NpTmG2c&t=3599s

SOMOS INTERNET 50% OFF : https://www.somosinternet.co/atemporal

Lincoln (2012) - Pelicula 

La hojarasca - Gabriel Garcia Marquez (https://bukz.co/products/la-hojarasca-1?_pos=1&_sid=253dd488f&_ss=r)


Volver la vista atrás - Juan Gabriel Vásquez (https://bukz.co/products/volver-la-vista-atras?_pos=1&_sid=3893859b9&_ss=r)


El hombre que amaba a los perros - Leonardo Padura (https://bukz.co/products/el-hombre-que-amaba-a-los-perros?_pos=1&_sid=2f451b970&_ss=r)


Memorias dispersas - Humberto De La Calle (https://bukz.co/products/memorias-dispersas?_pos=6&_sid=b3ccf449f&_ss=r)


Revelaciones al final de una guerra - Humberto De La Calle (https://bukz.co/products/revelaciones-al-final-de-una-guerra?_pos=5&_sid=b3ccf449f&_ss=r)

Capítulos:
00:00 intro
03:42 Los puntos del Acuerdo de Paz
15:12 ¿Cómo habría sido la reacción de un indulto?
26:34 ¿Cómo se llegaban a acuerdos?
37:28 Los mantras iniciales
51:43 La figura del presidente Santos
55:30 La figura del presidente Uribe
59:52 ¿No ha sido posible conciliar?
1:02:22 Era un terreno peligroso ser vicepresidente en ese momento
1:13:04 ¿Qué ha motivado sus decisiones más críticas?
1:23:14 ¿Cómo se mueve realmente la maquinaria del poder?
1:29:10 ¿Se habría podido evitar con los 300 mil votos de De La Calle?
1:36:55 ¿Qué le hubiera gustado apropiar de presidentes colombianos?
1:48:28 Episodios de la historia que ilustren aprendizajes
1:54:06 El establecimiento vale “alguito la pena”
1:58:36 Seguir involucrado con la política después de dejar el poder
2:00:29 Sobre leer

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
GTSjB4jxTaE,"Humberto De La Calle es abogado, político y escritor. Ha sido artífice de la Constitución del 91, jefe negociador del Acuerdo de Paz con las FARC, vicepresidente, magistrado de la Corte Suprema de Justicia, embajador. Hoy en día es senador. 

Episodio anterior:
https://youtu.be/RaiWpMxcXv4

Libros mencionados:

Contra todas las apuestas - Humberto De La Calle 

Memorias dispersas - Humberto De La Calle (https://bukz.co/products/memorias-dispersas?_pos=6&_sid=7ec22a142&_ss=r)

Capítulos:
00:00 intro
00:50 Los antecedentes de la Constituyente
11:49 “mi temor era que la cosa no funcionara”
22:19 Una historia raramente feliz
24:39 Tips para negociar
28:62 No tenía el vestido de ministro
31:31 llegar a acuerdos sin renunciar a las ideas / El ambiente para la Constituyente
33:16 El tacto con personas de poder
39:31 Álvaro Gómez Hurtado era un genio de la comunicación
41:53 ¿Cómo conciliar largo plazo con corto plazo?
53:39 Todo tiene dos caras como Jano
55:65 Redefinir la Convención Americana
01:04:58 Las críticas a la Constitución
01:11:20 Conciliar visiones inconciliables
01:24:26 El punto más crítico del proceso
01:28:29 ¿Cómo hacer un buen trabajo?
01:33:31 El problema al llegar a la casa
01:34:50 La duda de mi señora

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
6Uf8NpTmG2c,"Humberto De La Calle es abogado, político y escritor. Ha sido artífice de la Constitución del 91, jefe negociador del Acuerdo de Paz con las FARC, vicepresidente, magistrado de la Corte Suprema de Justicia, embajador. Hoy en día es senador. 

Episodios anteriores:
https://youtu.be/RaiWpMxcXv4
https://www.youtube.com/watch?v=GTSjB4jxTaE

SOMOS INTERNET 50% OFF : https://www.somosinternet.co/atemporal

Primer encuentro Pastrana-Tirofijo https://youtu.be/fUVxdHjRt-E

Revelaciones al final de una guerra - Humberto De La Calle https://bukz.co/products/revelaciones-al-final-de-una-guerra?_pos=5&_sid=28a46ae90&_ss=r

Sun Tzu - El arte de la guerra https://bukz.co/products/el-arte-de-la-guerra-9789585573314?_pos=2&_sid=3771e378a&_ss=r

Capítulos:
00:00 Intro
03:43 La relación de sospecha del gobierno hacia la Constituyente
13:56 ¿Por qué era necesario un acuerdo?
19:31 ¿Qué se aprendió de los procesos de paz?
27:06 Mano tendida, pero pulso firme
30:43 Lo que se le reconoce a Pastrana
39:42 Demoramos el cese al fuego con un costo enorme
43:26 Lo que realmente era Iván Márquez
50:12 La dinámica en La Habana conviviendo con la contraparte
01:00:24 El estilo de vida de cada grupo
01:07:43 Sobre regatear en las negociaciones
01:12:44 El Síndrome de Estocolmo
01:19:50 Los reclamos de la agenda
01:22:50 ¿Cuál fue la labor de Sergio Jaramillo Caro?
01:31:02 El tema del género en las negociaciones
01:34:41 El que se cansa pierde
01:50:11 Respuestas a las críticas sobre los acuerdos
02:03:40 ¿Qué estaría pasando hoy sin los acuerdos?
02:08:53 Analizar en términos de control territorial y orden público
02:10:18 El día que gana el no
02:17:18 Un futuro optimista para Colombia a pesar de la velocidad
02:18:43 Ser un negociador para Colombia

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
YnhoN0JEfZo,"Alonso Salazar es escritor y fue alcalde de Medellin (2008-2011). Su más reciente libro es El largo vuelo del cirirí (https://bukz.co/products/el-largo-vuelo-del-ciriri-9786287669406?_pos=1&_sid=7335a8698&_ss=r)

Libros mencionados:
No nacimos pa semilla - Alonso Salazar (​​https://bukz.co/products/no-nacimos-pa-semilla-1?_pos=1&_sid=17b890eda&_ss=r)

En secreto - German Castro Caycedo 

La parábola de Pablo - Alonso Salazar (https://bukz.co/products/la-parabola-de-pablo-nueva-edicion-9789585132894?_pos=4&_sid=c1a673379&_ss=r)

Un profeta en el desierto (Biografía Luis Carlos Galán) - Alonso Salazar (https://bukz.co/products/profeta-en-el-desierto?_pos=1&_sid=21b60522e&_ss=r)

Capítulos:
00:00 Intro
2:33 Medellín en los 80
22:07 El tipo de narcotráfico según la región
27:22 ¿Dónde estaban los padres?
34:47 El perfil de Pablo Escobar
39:54 ¿Enfrentar al narcotráfico o negociar?
44:13 Los proyectos junto a María Emma Mejía
56:44 ¿Cómo establecer el plan de acción para Medellín?
1:01:42 El trabajo de Sergio Fajardo
1:08:44 Moravia antes y después
1:16:53 ¿Qué es lo más difícil de gobernar?
1:19:30 Las consecuencias de hacer y no hacer
1:26:48 La confrontación con “El cebollero”
1:31:31 El cura Ortiz del Limonar
1:33:32 Escribir biografías sobre el poder
1:41:38 “Tengo desapego de poder”
1:43:40 Solucionar muchos y graves problemas en simultáneo


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
6qGbUwDDZWI,"Antonio Celia fue presidente de Promigas durante más de 20 años. Es fundador del medio digital Contexto: https://contextomedia.com/

Capítulos
0:00 Intro
02:00 “Nuestra violencia no es excepcional”
10:19 La amistad con Nicanor Restrepo
19:34 ¿Qué aprendió de Nicanor Restrepo?
23:44 La complejidad de los problemas públicos
31:00 ¿Cómo hacer que el estado sea efectivo?
36:00 ¿A qué se debe la extensión de los CONPES?
39:30 ¿Qué hacemos para que las cosas pasen?
48:00 La violencia en Colombia no ha sido de la misma estirpe
51:50 ¿Cómo el lenguaje engendra narrativas?
55:42 “Nunca le ganaremos la guerra a la guerrilla”
01:00:00 Las dos ideas del colombiano
01:04:00 Colombia quiere billete 
01:09:53 Los años 90 en Barranquilla 
01:17:42 Construir confianza en un estado 
01:22:26 Ideas para el sector privado 
01:26:51 ¿Quién le enseñó a trabajar?
01:32:00 Análisis post-mortem de la compañía 
01:36:00 Las oportunidades ocultas sobre estar en Barranquilla 
01:39:00 EQ vs IQ
01:45:00 Libros sobre la historia de Colombia


Libros mencionados:

La verdadera historia de Colombia - Hernando Gomez Buendia (https://bukz.co/products/la-verdadera-historia-de-colombia?srsltid=AfmBOoqkkUJwq7Zv4hsuyuXtpE_hMknSLEmXT-E3MBm5G9FpXcDiCrxN)

El kinder de los cacaos - Jorge Enrique Rios

Panel sobre educación Universidad del Norte - https://www.youtube.com/watch?v=2GTghBd594c

Building State Capability - Lant Pritchett (https://amzn.to/3YcITzc)

La nación soñada - Eduardo Posada Carbo

Ideas en la guerra - Jorge Giraldo (https://bukz.co/products/las-ideas-en-la-guerra?_pos=2&_sid=10ae7b81b&_ss=r)

Una guerra después - Juana Velez (https://bukz.co/products/una-guerra-despues-9786287539297?_pos=1&_sid=59291980f&_ss=r)

What we owe each other - Minouche Shafik (https://amzn.to/4gVKG2X)

Colombia: una nación a pesar de sí misma - David Bushnell (https://bukz.co/products/colombia-una-nacion-a-pesar-de-si-misma?_pos=1&_sid=6a474b8c2&_ss=r)

On leadership - Tony Blair (https://amzn.to/4eERTmQ)

Mataron a Gaitan – Herbert Braun 

En secreto - German Castro Caycedo

Populistas a la colombiana - Jorge Giraldo (https://bukz.co/products/populistas-a-la-colombiana?_pos=6&_sid=32619a97a&_ss=r)

El poder y la gramática - Malcolm Deas

The myth of strong leader - Archie Brown (https://amzn.to/4eXf6An)

Documental - Agnelli 

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
ohNd-tcrNdo,"Juan Carlos Echeverry (https://x.com/JCecheverryCol) ha sido ministro de Hacienda y presidente de Ecopetrol. Es autor de Salvar a Ecopetrol (https://bukz.co/products/salvar-a-ecopetrol-9786287578340?_pos=1&_sid=2b46864ef&_ss=r)

SOMOS INTERNET 3 MESES 50% DESCUENTO: https://www.somosinternet.co/atemporal

Capítulos: 
00:00 Intro
02:45 Teaching assistant de Ben Bernanke
08:35 Aprendizajes sobre libros
17:22 Entender la economía a través del libro The Rise and Fall of American Growth
20:57 Mis orígenes familiares
24:07 Formación alemana en Tunja
27:15 ¿Qué significa para una familia migrar a la ciudad?
29:45 “Tener un PhD es acceder al siguiente nivel”
33:36 La vocación vs el talento
38:45 Yo me eduqué con ICETEX
40:10 El ambiente del Banco de la República
50:45 Entrar al DNP
58:00 ¿Cómo fue la crisis del 99?
01:14:45 ¿Cómo resolver los problemas?
01:20:45 Escribir para saber qué estoy pensando
01:24:45 Tiempo, modo y lugar
01:27:15 El problema del mercado laboral
01:32:00 Los años en el DNP
01:37:06 La cultura desayuna estrategia
01:48:46 Lo que digo es igual a lo que hago
01:53:00 ¿En qué momentos se agota mi paciencia?
01:58:00 Forzar a la gente a pensar con rigor
01:59:12 ¿Cómo tratar a los problemas?
02:02:00 Selección de talento
02:08:07 El criterio para identificar el bien y el mal
02:12:00 La mística resuelve el 80% de los problemas

Libros y recursos mencionados:
Ben Bernanenke - The courage to act (https://amzn.to/3B4Owql)

Leadership under turbulent times - Doris Kearns Goodwin (https://amzn.to/4e1Kg9C)

Leadership - Henry Kissinger (https://amzn.to/3AZst46)

Konrad Adenauer: a German Politician- Hans Peter Schwarz (https://amzn.to/3XSZxEd)

Nixon Agonistes - Garry Wills (https://amzn.to/3ZlpDAz)

Armas, germenes y acero - Jared Diamond (https://bukz.co/products/guns-germs-and-steel-the-fates-of-human-societies?_pos=2&_sid=6a28354c3&_ss=r)

The Rise and Fall of American Growth - Robert Gordon (https://amzn.to/4d78H40)

 The Road to Wigan Pier - George Orwell (https://amzn.to/4epJdzR)

Memo Churchill: https://policymemos.hks.harvard.edu/links/memo-winston-churchill-war-cabinet-re-brevity-date-08091940

On Writing - Stephen King (https://bukz.co/products/on-writing-a-memoir-of-the-craft?_pos=1&_sid=8a1dd979e&_ss=r)

On Writing Well - William Zinsser (https://bukz.co/products/on-writing-well?_pos=1&_sid=835e952ae&_ss=r)

Entrevista Isa Lopez Giraldo: https://isalopezgiraldo.com/historias/personajes/juan-carlos-echeverry/

Las claves del futuro - Juan Carlos Echeverry 

Salvar a Ecopetrol - Juan Carlos Echeverry
(https://bukz.co/products/salvar-a-ecopetrol-9786287578340?_pos=1&_sid=bc288b00b&_ss=r)

Entrevista con Alejandro Salazar: https://youtu.be/TYqDPWatxOU

Una amiga estupenda - Elena Ferrante (https://bukz.co/products/la-amiga-estupenda-dos-amigas-1?_pos=6&_sid=41ffe9dda&_ss=r)


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
RaiWpMxcXv4,"Humberto De La Calle es abogado, político y escritor. Ha sido artífice de la Constitución del 91, jefe negociador del Acuerdo de Paz con las FARC, vicepresidente, magistrado de la Corte Suprema de Justicia, embajador. Hoy en día es senador. 

Libros mencionados:

Memorias dispersas - Humberto De La Calle (https://bukz.co/products/memorias-dispersas?_pos=6&_sid=9477b7003&_ss=r)

El presidente que no fue (perfil De La Calle) - Nubia Rojas (https://app.relatto.com/cronica/el-presidente-que-no-fue)

Capítulos:
00:00 intro
03:45 ¿Cómo hacíamos antes para funcionar sin computador?
11:42 “Me sentía inseguro en Bogotá”
14:21 Ser un registrador imparcial
20:49 “Estar en el lugar acertado puede cambiar la vida de una persona”
25:26 Me enviaron a hablar con Barco
34:21 “Barco fue un gran presidente con unas características edificantes”
41:45 “La estación de Soacha- La Sabana tendría más uso que el metro de Moscú”
47:20 “Estamos jugando un partido de fútbol sin árbitro”
51:42 La posición frente al narcotráfico de Barco vs Gaviria
00:58:58 ¿Cómo sobrevivió Colombia a esos años?
01:07:45 El trabajo como vocero del gobierno en la constitución del 91
01:13:45 “Mi esposa me dijo que yo no tenía la talla para esto”

Episodios similares: https://www.youtube.com/watch?v=Gz_T3oRFZvM&t=4262s

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
tFke2DHYRS4,"Maria Mercedes Cuellar ha sido directora del Departamento Nacional de Planeación, miembro de la junta directiva del Banco de la República, y candidata presidencial. 

3 MESES 50% DESCUENTO EN SOMOS INTERNET: https://www.somosinternet.co/atemporal

0:00 Intro
03:50 El país hoy en día lo manejan los abogados
11:30 ¿Cómo llegan los economistas a esa posición de poder?
20:08 Rodrigo Botero funda Fedesarrollo
22:58 ¿Cómo hacer una reforma constitucional?
25:48 Los métodos que han simplificado la vida
33:50 Trabajar en la revista
38:49 La continuidad económica en el país ha sido mediocre
45:25 Lo que aprendí de Rodrigo Botero
49:15 ¿Cómo llego al gobierno Barco?
56:20 Tener claridad al ejecutar
01:01:23 La época de Pablo Escobar
01:03:45 El proceso de abrir la economía
01:12:27 Los ejemplos de los países en su PIB
01:18:14 ¿Los dos sistemas para aproximarse a los problemas
01:21:28 La escuela María Mercedes Cuéllar
01:24:50 La importancia de las redes
01:27:50 Virgilio Barco y Alfonso López Michelson
01:31:50 Hacer una reforma tributaria cada año
01:35:16 “Hoy en día el DNP es totalmente diferente”
01:38:20 Los valores están distorsionados
01:43:41 ¿Qué hicimos mal con el mercado laboral en los últimos 30 años?
01:45:50 ¿Cómo generar confianza en el capital social?
01:48:33 Los puntos de inflexión en el país
01:49:50 La discusión con Luis Carlos Valenzuela sobre las élites
01:54:15 “Por muchos años no quería que nadie supiera que yo soy López”


Libros mencionados:

Pionero: Rodrigo Botero Montoya - Armando Montenegro 

Colombia: un proyecto inconcluso - Maria Mercedes Cuellar 

Making Democracy Work: Civic Traditions in Modern Italy - Robert Putnam

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
8-XQtwZPowY,"Carlos Caballero es exministro, fundador de la Escuela de Gobierno de la Universidad de los Andes, y autor de varios libros de historia colombiana.

Libros mencionados:
Belisario Betancur: una vida sin límite - Carlos Caballero

Puntos de inflexión: decisiones que salvaron al país - Carlos Caballero

Uribe: miradas a su gobierno (https://bukz.co/products/uribe-miradas-a-su-gobierno-con-dos-decadas-de-distancia-9786287569775)

Economía colombiana del siglo XX - Carlos Caballero (https://bukz.co/products/la-economia-colombiana-del-siglo-xx)

Alberto Lleras Camargo: El político - Villegas Editores

Episodios similares: 
#124 - Carlos Caballero https://www.youtube.com/watch?v=pdcH49xGk_c&t=5551s

#139 - Mario Jursich https://www.youtube.com/watch?v=me_LTZYaWVo&t=3922s

#140 - Hugo Palacios https://www.youtube.com/watch?v=rChMRllH72g

Capítulos:
00:00 Intro
03:14 Las decisiones de vida después de estar en una UCI
12:50 Mis intereses por Colombia
15:48 Dirigir una escuela de gobierno
31:00 El lugar en el que más se sabe de Colombia por fuera de Colombia
34:34 Se cierra el Congreso colombiano
45:14 Laureano Gómez era un opositor
47:52 Se construye un gobierno en conjunto
50:50 El intento por tumbar a Rojas Pinilla
54:24 ¿Cómo nace la idea del plebiscito?
55:56 Alberto Lleras Camargo
01:09:18 López Pumarejo y Lleras Camargo
01:15:05 La trayectoria de Lleras Camargo
01:19:14 La Alianza para el Progreso y Cuba
01:22:41 La constituyente y los militares
01:37:00 ¿El Frente Nacional es el origen de todos los males?
01:43:14 Lleras Restrepo vs Lleras Camargo

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
BQVvnlqwCVs,"Paca Zuleta es la directora de la Escuela de Gobierno de la Universidad de los Andes. Ha sido viceministra de justicia, zar anticorrupción, y socia de Brigard & Urrutia. 

SOMOS INTERNET 3 meses con 50% de descuento: somosinternet.co/atemporal

Capítulos:
00:00 Intro
04:08 ¿Por qué me parecía Virgilio Barco una figura interesante?
09:09 ¿Por qué el arreglo institucional no era suficiente?
18:08 La importancia de confiar en el Estado
26:20 “Si somos capaces de modificar la constitución seremos capaces de hacer un cambio”
34:33 Estar del lado del presidente siendo joven
39:26 A Virgilio Barco le interesaba la gerencia pública
44:07 Los proyectos de Virgilio Barco
55:27 “Entendía al Estado Colombiano, esa era la diferencia”
01:02:25 La desconexión entre resultados y democracia
01:12:31 Un ingeniero que sabía hacer política
01:22:24 El proyecto del SECOP
01:29:39 Las consecuencias cuando la gente deja de creer en las instituciones
01:35:14 El trabajo del “zar anticorrupción”
01:42:25 Organizar la información del gasto público
01:52:04 “Éramos el tercer país en transparencia de datos públicos”
01:53:22 La percepción de corrupción vs los costos totales de la corrupción
01:59:20 Pasar de Brigard Urrutia al sector público
02:06:51 Los aprendizajes de mi abuelo
02:09:59 Consejos para hacer bien un trabajo
02:13:08 La dieta lectora

Episodios similares:
https://youtu.be/Gz_T3oRFZvM
https://youtu.be/EaE2QA-Pstg

Libros mencionados:

Muebles viejos - Roberto Pombo (https://bukz.co/products/muebles-viejos-9786287568044?_pos=1&_sid=720652c41&_ss=r)

Malcolm Deas - Barco (https://bukz.co/products/barco?_pos=1&_sid=719a9bcb8&_ss=r)

Virgilio Barco: El último liberal - Lepoldo Villar

El gobierno Barco: 30 años después - Carlos Caballero & Diego Pizano

Movilidad social en Colombia - Alejandro Gaviria, Roberto Angulo et al (https://ideas.repec.org/p/col/000089/010323.html)

Discurso de posesión Virgilio Barco (https://virgiliobarco.com/es/discursos/81-discursos/96-las-metas-para-una-colombia-nueva.html)

Uribe: mirada a su gobierno - Varios autores (https://bukz.co/products/uribe-miradas-a-su-gobierno-con-dos-decadas-de-distancia-9786287569775?_pos=11&_sid=63664e0fa&_ss=r)

Historia mínima de Colombia - Jorge Orlando Melo (https://bukz.co/products/historia-minima-de-colombia-9788416714070?_pos=15&_sid=68f3dac6f&_ss=r)

Memoria por correspondencia - Emma Reyes

Las leyes fundamentales de la estupidez humana - Carlo Cipolla

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
dn6pcctcxWs,"Roberto Deniz es periodista en https://armando.info/

Documental: una pauta peligrosa (https://youtu.be/Xp6yx5BfI3c)

Para verlo en HD: VPN + buscar: “Frontline a dangerous assignment” en Youtube 

Libros mencionados:

Los restos de la revolución - Catalina Lobo-Guerrero (https://bukz.co/products/los-restos-de-la-revolucion?_pos=1&_sid=1dd8a02a4&_ss=r)

Alex Saab - Gerardo Reyes (https://bukz.co/products/alex-saab)

Artículo: La mala leche de los CLAP (https://armando.info/la-mala-leche-de-los-clap/)

Capítulos:
00:00 intro
03:56 La vida antes y después de Alex Saab
07:28 El caso atípico de Armando Info
28:37 El boom del consumo en Venezuela
31:56 ¿Qué es y cómo funcionaba Cadivi?
38:44 Fijar el ojo en Alex Saab
48:03 ¿Cómo Alex Saab se convierte en un “magnate” en Venezuela?
57:09 Hacer dinero con el hambre de la gente
01:05:44 El primer reportaje desde el exilio
01:11:01 Alex Saab nos demanda
01:16:15 Salir de Venezuela y seguir haciendo lo que sé hacer
01:21:56 ¿Dónde está el dinero?
01:29:57 No contaminar la labor periodística
01:32:44 “Yo soy periodista, no soy fiscal ni juez”
01:36:12 El mensaje que da Estados Unidos
01:40:07 La psicología de Alex Saab

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
r3CpbRj3vRE,"Víctor Gaviria es poeta, escritor, y cineasta. 

Películas y libros mencionados: 

La mujer del animal - Victor Gaviria 
Sumas y restas - Victor Gaviria
Rodrigo D No futuro - Victor Gaviria
Helí Ramírez - Poemas ilustrados
No nacimos pa semilla - Alonso Salazar (https://bukz.co/products/no-nacimos-pa-semilla-1)

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Capítulos:
00:00 Intro
3:47 El cine
18:37 La mentalidad
26:21 Escobar y el contrabando
28:17 Estar más cerca de la revolución
32:61 La cocaína y su cadena de producción
40:08 El lenguaje de Pablo Escobar
44:09 No había reproche moral
46:25 La película Sumas y Restas
48:12 El punto de quiebre
53:25 Los clichés del cine negro
55:58 Empiezan las restas
58:21 Mostrar la cruda realidad en el cine
01:05:30 El poema de Elí
01:08:32 La exclusión generó el resentimiento
01:11:47 Los barrios de invasión
01:15:04 La pobreza y la necesidad erradican las costumbres
01:18:48 El actor natural
01:21:02 Entender y mostrar ya es hacer algo

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
35KfH5P3bI8,"Alejandro Salazar es autor de Emergent Strategy, consultor de estrategia y fundador de Breakthrough

Libros mencionados:
A Thousand Brains: A New Theory of Intelligence - Jeff Hawkins
The Book of Why - Judea Pearl
How to Invest: Masters on the Craft - David Ruby
Decidí contarlo- Guillermo Perry
Salvar a Ecopetrol - Echeverry

Capítulos 
0:00 Intro
02:11 Desregulación de servicios públicos 
07:12 ISA moderna
08:40 Construir compañía
08:53 Plan estratégico - ¿Qué era ISA?
14:34 Apertura colombiana y modelo inglés
15:34 La conversación
17:54 Los clusters en Medellín
21:09 ¿Cómo funcionó la estrategia?
23:07 La era inversionista
26:42 La continuidad estratégica
31:15 Ventaja en el sufrimiento
36:34 Ganar en Colombia
38:47 Ejercer en la libertad
42:18 El diseño de Colombia
46:51 La historia no se repite pero rima
47:47 Tecnócratas vs Momentum
53:37 Capital social
55:08 Revolución distribuida
01:00:12 Ejemplos vivos en Colombia
01:04:15 El negocio de las flores
01:05:60 La identidad y la estrategia 
01:17:14 Ser buen dueño
01:24:10 De Underground a figura pública
01:25:45 The Emergent Strategy

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
rChMRllH72g,"Hugo Palacios Mejía ha sido ministro de Hacienda y gerente del Banco de la República. 

Libros mencionados:
Colombia cara a cara - Belisario Betancur

Álvaro - Juan Esteban Constain (https://bukz.co/products/alvaro)

Belisario Betancur: Sin limite - Carlos Caballero y Diego Pizano 

Del palacio de justicia a la casa de nariño - Jaime Castro 

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Capítulos:
00:00 intro
06:38 Belisario Betancur
13:04 Álvaro Gómez vs Belisario Betancur
18:09 Laureano Gómez
27:19 Constaín sobre Laureano
31:56 El lenguaje y la violencia
35:14 La campaña del año 82
37:14 Le ofrecen el Ministerio de Hacienda
39:04 Una vida partida en dos
44:04 El presidente intervenía en el Banco de la República
46:54 Aceptar la gerencia del Banco
49:20 Ser gerente pensando en hacer política
51:49 Señor de Larosière
01:00:01 La retórica
01:02:37 Crisis en el sistema financiero
01:08:54 Limitación del poder
01:14:56 Las dos ocasiones en las que lloró Belisario Betancur
01:20:54 La toma del Palacio de Justicia
01:30:43 Sensación de adrenalina
01:33:28 Los costos de transacción
01:39:59 Soy feliz pero aún me duele

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
