id,description
ChdgWIEgIdY,"Felipe Quintero Serrano (https://dlapipermb.com/portfolio/felipe-quintero/) es socio de la firma de abogados DLA Piper Martinez y profesor en la universidad de los Andes. 

Libros mencionados:

Momentos estelares de la humanidad - Stefan Zweig (https://bukz.co/products/momentos-estelares-de-la-humanidad-9788418933530?variant=43728971301112)

Cómo evitar un desastre climático - Bill Gates (https://bukz.co/products/como-evitar-un-desastre-climatico)

Un caballero en Moscú - Amor Towles (https://bukz.co/products/un-caballero-en-moscu?variant=41020065546399)

Soldados de Salamina - Javier Cercas (https://bukz.co/products/soldados-de-salamina-9788466329378?variant=42476789334264)

La fiesta del chivo - Mario Vargas Llosa (https://bukz.co/products/la-fiesta-del-chivo-2?variant=42112297337080)

Range - David Epstein (https://bukz.co/products/range-why-generalists-triumph-in-a-specialized-world?_pos=1&_sid=c3945d82c&_ss=r)

What it Takes - Stephen Schwarzman (https://amzn.to/3yJziSZ)

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
9fJ_qS9ULIE,"Juan Carlos Restrepo (https://twitter.com/jrestrepopiedr1) es exdirector del DNE y ex consejero presidencial de seguridad. Hoy en día hace parte del podcast Enclave (https://open.spotify.com/show/7dr9j8aYB5DKyVa4H6dxOY?si=a44acd672bf84ecb). 

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
47Q-7X1Up_s,"Andrés Camargo sirvió como director del IDU entre 1998 y 2001, y fue condenado injustamente a 5 años de cárcel. Hace unos años escribí este texto sobre Andrés: https://cumbre.cesa.edu.co/andres-camargo-el-estoico-que-no-perdio-la-sonrisa/

Libros mencionados: 

Desde la adversidad - Santiago Álvarez (https://bukz.co/products/desde-la-adversidad-9788483229330?_pos=1&_sid=4a24c001e&_ss=r)
Spin cycle - Howard Kurtz (https://amzn.to/3JGdCO8)
Power Broker (Robert Moses) - Robert Caro (https://amzn.to/3LsrCw3) 
La crisis mundial 1911-1918 - Wiston Churchill (https://bukz.co/products/la-crisis-mundial-1911-1918?_pos=1&_sid=58438ceeb&_ss=r)


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
bEwaoGGHr34,"Juan Pablo Ramírez es cofundador de Naranja Media y el creador detrás del podcast Universo de Truora (https://open.spotify.com/show/0KrIb8FngPx0cK97HjkNlW?si=a88211ad7c8e44d6).

Libros mencionados: La invención de la naturaleza - Andrea Wulf (https://bukz.co/products/la-invencion-de-la-naturaleza?variant=34880673415327)

Small Giants - Bo Burlingham (https://amzn.to/3JzvmJy)

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
giETKHKixr0,"Martín Lleras es cofundador de Hablaelbalón (https://www.instagram.com/hablaelbalon/)

Mentalidad 13%: https://treceporcien.com/curso/

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
rLhHMDbEsb4,"Carolina Sanín (https://twitter.com/SaninPazC) es autora de Pasar fijandose, El sol, entre otros libros. Dicta cursos de escritura creativa y sobre varias obras literarias (https://carolinasanin.com/index.php/cursos/) y su podcast La cresta y la ostra está disponible en Podimo (https://podimo.com/es/shows/d75bb024-1ee1-41af-8f4e-28dcecdf748f). 

Libros mencionados: 

Pasar fijándose - Carolina Sanín (https://bukz.co/products/pasar-fijandose?_pos=1&_sid=1a71eddfd&_ss=r)

El sol - Carolina Sanín (https://bukz.co/products/el-sol?_pos=6&_sid=b1ff71a51&_ss=r)

TR: The Last Romantic - HW Brands (https://amzn.to/3Gp8Rqc)
 
Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
xBw6UGycgzM,"Christine Ternent (https://twitter.com/chternent) fue por 20 años la Chief Discovery Office del BID en Colombia. 

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
HOhXbkp8SIk,"Juan Pablo Pradilla es CEO de Saju (https://www.saju.co/).

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
vznd5k1DZyA,"Ricardo Sierra Fernández (https://twitter.com/risierra88) es CEO de Celsia (https://www.celsia.com/es/) y socio de Bukz (bukz.co). 

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
VGVSMbfV-cU,"Amalia Londoño Duque (https://twitter.com/AmaluLD) es periodista, ex secretaria de cultura de Medellín y directora de Habla. 

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
6VmmfB06SFg,"Daniel Bilbao (https://twitter.com/ddbilbao) es cofundador de Truora, startup que cuenta su historia en el podcast El universo de truora: Historia de una startup (https://open.spotify.com/show/0krib8fngpx0ck97hjknlw?si=9ozhdaaks8snswieurykmq?utm_source=youtube&utm_medium=social&utm_campaign=podcast_atemporal&utm_content=podcast)

Zapsign: https://zapsign.co?utm_source=youtube&utm_medium=social&utm_campaign=podcast_atemporal&utm_content=firma

Libros mencionados: 

The Mom Test: How to talk to customers (https://amzn.to/42ffvs2)



Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
eMngoBp32mQ,"Thierry Ways (https://twitter.com/tways) es ingeniero de sistemas, empresario, y columnista de opinión en El Tiempo (https://www.eltiempo.com/opinion/columnistas/thierry-ways).

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
AnsrcjWNU7U,"Juan David Aristizábal es fundador de Protalento (https://www.protalento.com/) y profesor de liderazgo en el CESA. 

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
-yXD16lU03I,"Juan Fernando Posada es el anfitrión del canal de youtube Historias de la historia (https://www.youtube.com/@juanfernandoposada-histori3619).

Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
WtWmIMC7ewI,"Ana Maiguashca (https://twitter.com/maiguashca) es economista y la presidente del Consejo privado de competitividad. 

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
mtxvxvkfa04,"Miguel Silva Pinzón es consultor, fundador de la firma Galileo 6, y creador de la revista Gatopardo, cuyas memorias ""Los últimos días de Gatopardo"" se consigue aquí (https://librerianacional.com/producto/los-ultimos-dias-de-gatopardo).

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
iPjkQjBVNPE,"Andrés Mejía Vergnaud (https://twitter.com/AndresMejiaV) es filósofo y escribe en https://www.descartesenbata.com/

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
dUaREyEWuLQ,"Adriana Senior es la CEO de la Corporación Colombia Internacional (https://www.cci.org.co/nuestro-equipo/). 

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
ZUepbhU_vbg,"Juliana González-Rivera es autora de La invención del viaje (https://bukz.co/products/la-invencion-del-viaje?gclid=Cj0KCQjwio6XBhCMARIsAC0u9aFkHO_1O_6ZtKIIRWp0bP-TNaZ0fpqJC0gjRgu8SywCN9tKmDnmEngaAg7sEALw_wcB) y directora del departamento de periodismo de la Universidad de la Sabana. 
Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
Tk2bjncMMxI,"Rafael Unda (https://twitter.com/rundav5) es ingeniero de transporte y está terminando su  maestría en planeación de ciudades en la Universidad de Berkeley. 

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
uXWcgjwISMY,"Juan José Piedrahita es un pensionado feliz, hasta hace poco CEO de Equitel, y autor del libro ""Al que encontremos trabajando lo echamos"" (https://bukz.co/products/al-que-encontremos-trabajando-lo-echamos-la-cultura-como-estrategia-de-transformacion-empresarial).

Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
ZUF9qhzxUTA,"Sebastián Caro es CEO de Hunty (https://hunty.com/). 
Atemporal en instagram: https://www.instagram.com/elatemporal/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
Spreaker: https://www.spreaker.com/show/atemporal_1
_______________
13%: https://treceporcien.com/
Libros recomendados: https://treceporcien.com/2020/08/02/libros-recomendados/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350
Spreaker: https://www.spreaker.com/show/13-pasion-por-el-trabajo

13% en redes:

Instagram: https://www.instagram.com/treceporciento/?hl=es-la
Twitter: https://twitter.com/treceporcien?lang=es
Facebook: https://www.facebook.com/treceporciento/
Linkedin: https://www.linkedin.com/company/13-pasi%C3%B3n-por-el-trabajo/?originalSubdomain=co"
